name;model;spec_name;spec_value;spec_value_US;spec_value_INT
Aggregrate Handler;938M;Brakes - Service;Outboard wet disc Outboard wet disc;['Outboard', 'wet'];['wet', 'disc']
Aggregrate Handler;938M;Front Axle;Fixed Fixed;['Fixed', 'Fixed'];['Fixed', 'Fixed']
Aggregrate Handler;938M;Front Axle - Traction Aid*;Locking differential (standard) Locking differential (standard);['Locking', 'differential'];['differential', '(standard)']
Aggregrate Handler;938M;Forward and Reverse - Range 4;25 mile/h 40 km/h;['25', 'mile/h'];['40', 'km/h']
Aggregrate Handler;938M;Forward and Reverse - Range 1*;1-13 km/h (0.6-8 mph) 1-13 km/h (0.6-8 mph);['1-13', 'km/h'];['(0.6-8', 'mph)']
Aggregrate Handler;938M;Forward and Reverse - Range 2;8 mile/h 13 km/h;['8', 'mile/h'];['13', 'km/h']
Aggregrate Handler;938M;Forward and Reverse - Range 3;17 mile/h 27 km/h;['17', 'mile/h'];['27', 'km/h']
Aggregrate Handler;938M;Air Conditioning;The air conditioning system on this machine contains the fluorinated greenhouse gas refrigerant R134a (Global Warming Potential – 1430. The system contains 1.9 kg of refrigerant which has a CO2 equivalent of 2.717 metric tonnes. The air conditioning system on this machine contains the fluorinated greenhouse gas refrigerant R134a (Global Warming Potential – 1430. The system contains 1.9 kg of refrigerant which has a CO2 equivalent of 2.717 metric tonnes.;['The', 'air'];['metric', 'tonnes.']
Aggregrate Handler;938M;Full Turn Tip Load (2);10 662 kg (23,504 lb)^ 10 662 kg (23,504 lb)^;['10', '662'];['(23,504', 'lb)^']
Aggregrate Handler;938M;Full Turn Tip Load (1);10 551 kg (23,260 lb)** 10 551 kg (23,260 lb)**;['10', '551'];['(23,260', 'lb)**']
Waste Handler;938M;Maximum Gross Power;188 HP 140 kW;['188', 'HP'];['140', 'kW']
Waste Handler;938M;Bore;4 in 105 mm;['4', 'in'];['105', 'mm']
Waste Handler;938M;Stroke;5 in 135 mm;['5', 'in'];['135', 'mm']
Waste Handler;938M;Displacement;427 in³ 7.01 l;['427', 'in³'];['7.01', 'l']
Waste Handler;938M;Maximum Gross Power - Maximum Engine Speed (Performance Power Mode: Range 1-4);1800 r/min 1800 r/min;['1800', 'r/min'];['1800', 'r/min']
Waste Handler;938M;Maximum Net Torque - SAE J1349 (Performance [HP+] Power Mode: Range 1-4);649 ft·lbf 880 N·m;['649', 'ft·lbf'];['880', 'N·m']
Waste Handler;938M;Maximum Gross Torque - ISO 14396 (Performance Power Mode: Range 1-4);664 ft·lbf 900 N·m;['664', 'ft·lbf'];['900', 'N·m']
Waste Handler;938M;Maximum Gross Power - Maximum Engine Speed (Standard Power Mode: Range 1-3*);1600 r/min 1600 r/min;['1600', 'r/min'];['1600', 'r/min']
Waste Handler;938M;Maximum Gross Power - ISO 14396 (Standard Power Mode: Range 1-3*);173 HP 129 kW;['173', 'HP'];['129', 'kW']
Waste Handler;938M;Maximum Gross Torque - ISO 14396 (Standard Power Mode: Range 1-3*);642 ft·lbf 870 N·m;['642', 'ft·lbf'];['870', 'N·m']
Waste Handler;938M;Engine Model;Cat® C7.1 Cat® C7.1;['Cat®', 'C7.1'];['Cat®', 'C7.1']
Waste Handler;938M;Maximum Net Torque - SAE J1349 (Standard Power Mode: Range 1-3*);627 ft·lbf 850 N·m;['627', 'ft·lbf'];['850', 'N·m']
Waste Handler;938M;Maximum Gross Power - ISO 14396 (Performance Power Mode: Range 1-4);188 HP 140 kW;['188', 'HP'];['140', 'kW']
Waste Handler;938M;Emissions;The Cat C7.1 engine meets U.S. EPA Tier 4 Final/EU Stage V and Korea Tier 4 Final emission standards. The Cat C7.1 engine meets U.S. EPA Tier 4 Final/EU Stage V and Korea Tier 4 Final emission standards.;['The', 'Cat'];['emission', 'standards.']
Waste Handler;938M;Maximum Net Torque - ISO 9249:2007 (Performance Power Mode: Range 1-4);650 ft·lbf 882 N·m;['650', 'ft·lbf'];['882', 'N·m']
Waste Handler;938M;Maximum Net Torque - ISO 9249:2007 (Standard Power Mode: Range 1-3*);628 ft·lbf 852 N·m;['628', 'ft·lbf'];['852', 'N·m']
Waste Handler;938M;Net Power - ISO 9249 (metric) at Minimum Fan Speed (Performance Power Mode: Range 1-4);186 HP 137 kW;['186', 'HP'];['137', 'kW']
Waste Handler;938M;Engine Power - ISO 14396;188 HP 140 kW;['188', 'HP'];['140', 'kW']
Waste Handler;938M;Engine Power - ISO 14396 - Metric;190 HP 140 kW;['190', 'HP'];['140', 'kW']
Waste Handler;938M;Maximum Gross Power - ISO 14396 (metric) (Performance Power Mode: Range 1-4);190 HP 140 kW;['190', 'HP'];['140', 'kW']
Waste Handler;938M;Net Power - ISO 9249 at Minimum Fan Speed (Performance Power Mode: Range 1-4);184 HP 137 kW;['184', 'HP'];['137', 'kW']
Waste Handler;938M;Net Power - SAE J1349 at Minimum Fan Speed (Performance Power Mode: Range 1-4);183 HP 137 kW;['183', 'HP'];['137', 'kW']
Waste Handler;938M;Net Power (Standard Power Mode: Range 1-3*);1600 r/min 1600 r/min;['1600', 'r/min'];['1600', 'r/min']
Waste Handler;938M;Net Power (Performance Power Mode: Range 1-4);1800 r/min 1800 r/min;['1800', 'r/min'];['1800', 'r/min']
Waste Handler;938M;Maximum Gross Power - ISO 14396 (metric) (Standard Power Mode: Range 1-3*);176 HP 129 kW;['176', 'HP'];['129', 'kW']
Waste Handler;938M;Net Power - ISO 9249 at Minimum Fan Speed (Standard Power Mode: Range 1-3*);170 HP 127 kW;['170', 'HP'];['127', 'kW']
Waste Handler;938M;Net Power - SAE J1349 at Minimum Fan Speed (Standard Power Mode: Range 1-3*);170 HP 127 kW;['170', 'HP'];['127', 'kW']
Waste Handler;938M;Net Power - ISO 9249 (metric) at Minimum Fan Speed (Standard Power Mode: Range 1-3*);172 HP 127 kW;['172', 'HP'];['127', 'kW']
Waste Handler;938M;Bucket Capacities;3.0-5 m3 (3.9-6.5 yd3) 3.0-5 m3 (3.9-6.5 yd3);['3.0-5', 'm3'];['(3.9-6.5', 'yd3)']
Waste Handler;938M;Full Turn Tip Load (1);9795 kg (21,594 lb)** 9795 kg (21,594 lb)**;['9795', 'kg'];['(21,594', 'lb)**']
Waste Handler;938M;Full Turn Tip Load (2);10 741 kg (23,679 lb)^ 10 741 kg (23,679 lb)^;['10', '741'];['(23,679', 'lb)^']
Waste Handler;938M;Operating Weight;41794 lb 18958 kg;['41794', 'lb'];['18958', 'kg']
Waste Handler;938M;Operating Weight (1);17 258 kg (38,046 lb)** 17 258 kg (38,046 lb)**;['17', '258'];['(38,046', 'lb)**']
Waste Handler;938M;Operating Weight (2);18 958 kg (41,794 lb)^ 18 958 kg (41,794 lb)^;['18', '958'];['(41,794', 'lb)^']
Waste Handler;938M;ROPS;ISO 3471:2008 ISO 3471:2008;['ISO', '3471:2008'];['ISO', '3471:2008']
Waste Handler;938M;FOPS;ISO 3449:2005 LEVEL II ISO 3449:2005 LEVEL II;['ISO', '3449:2005'];['LEVEL', 'II']
Waste Handler;938M;Declared Sound Levels - Exterior Sound Power Level (ISO 6395:2008)*;101 dB(A) 101 dB(A);['101', 'dB(A)'];['101', 'dB(A)']
Waste Handler;938M;Declared Sound Levels - Operator Sound Pressure Level (ISO 6396:2008)*;68 dB(A) 68 dB(A);['68', 'dB(A)'];['68', 'dB(A)']
Waste Handler;938M;Air Conditioning;The air conditioning system on this machine contains the flourinated greenhouse gas refrigerant R134a (Global Warming Potential = 1430). The system contains 1.9 kg of refrigerant which has a CO2 equivalent of 2.717 metric tonnes. The air conditioning system on this machine contains the flourinated greenhouse gas refrigerant R134a (Global Warming Potential = 1430). The system contains 1.9 kg of refrigerant which has a CO2 equivalent of 2.717 metric tonnes.;['The', 'air'];['metric', 'tonnes.']
Waste Handler;938M;Maximum Flow - Implement Pump - 4th Function Maximum Flow*;42 gal/min 160 l/min;['42', 'gal/min'];['160', 'l/min']
Waste Handler;938M;Relief Pressure - Tilt Cylinder - 3rd and 4th Function Relief Pressure;4351 psi 30000 kPa;['4351', 'psi'];['30000', 'kPa']
Waste Handler;938M;Relief Pressure - Tilt Cylinder;4351 psi 30000 kPa;['4351', 'psi'];['30000', 'kPa']
Waste Handler;938M;Relief Pressure - Tilt Cylinder - 3rd and 4th Function Maximum Working Pressure;4061 psi 28000 kPa;['4061', 'psi'];['28000', 'kPa']
Waste Handler;938M;Maximum Flow - Implement Pump;50 gal/min 190 l/min;['50', 'gal/min'];['190', 'l/min']
Waste Handler;938M;Cycle Times - Performance (HP+) at 1,800 rpm/Standard Power Mode at 1,600 rpm - Raise (Ground Level to Maximum Lift);5.5/6.2 seconds 5.5/6.2 seconds;['5.5/6.2', 'seconds'];['5.5/6.2', 'seconds']
Waste Handler;938M;Cycle Times - Performance (HP+) at 1,800 rpm/Standard Power Mode at 1,600 rpm - Total Cycle Time;9.7/10.6 seconds 9.7/10.6 seconds;['9.7/10.6', 'seconds'];['9.7/10.6', 'seconds']
Waste Handler;938M;Maximum Working Pressure - Implement Pump;4061 psi 28000 kPa;['4061', 'psi'];['28000', 'kPa']
Waste Handler;938M;Cycle Times - Performance (HP+) at 1,800 rpm/Standard Power Mode at 1,600 rpm - Float Down (Maximum Lift to Ground Level);2.7/2.7 seconds 2.7/2.7 seconds;['2.7/2.7', 'seconds'];['2.7/2.7', 'seconds']
Waste Handler;938M;Cycle Times - Performance (HP+) at 1,800 rpm/Standard Power Mode at 1,600 rpm - Dump (at Maximum Lift Height);1.5/1.7 seconds 1.5/1.7 seconds;['1.5/1.7', 'seconds'];['1.5/1.7', 'seconds']
Waste Handler;938M;Maximum Flow - Implement Pump - 3rd Function Maximum Flow*;50 gal/min 190 l/min;['50', 'gal/min'];['190', 'l/min']
Waste Handler;938M;Lift Cylinder: Standard Lift Linkage - Stroke;31.1 in 789 mm;['31.1', 'in'];['789', 'mm']
Waste Handler;938M;Tilt Cylinder: Standard Lift Linkage - Rod Diameter;3.5 in 90 mm;['3.5', 'in'];['90', 'mm']
Waste Handler;938M;Lift Cylinder: Standard Lift Linkage - Rod Diameter;2.6 in 65 mm;['2.6', 'in'];['65', 'mm']
Waste Handler;938M;Tilt Cylinder: Standard Lift Linkage - Bore Diameter;5.9 in 150 mm;['5.9', 'in'];['150', 'mm']
Waste Handler;938M;Lift Cylinder: Standard Lift Linkage - Bore Diameter;4.7 in 120 mm;['4.7', 'in'];['120', 'mm']
Waste Handler;938M;Tilt Cylinder: Standard Lift Linkage - Stroke;21.9 in 555 mm;['21.9', 'in'];['555', 'mm']
Waste Handler;938M;Maximum Steering Torque - 0° (Straight Machine);42506 ft·lbf 57630 N·m;['42506', 'ft·lbf'];['57630', 'N·m']
Waste Handler;938M;Maximum Steering Torque - 40° (Full Turn);31398 ft·lbf 42570 N·m;['31398', 'ft·lbf'];['42570', 'N·m']
Waste Handler;938M;Maximum Working Pressure - Steering Pump;3500 psi 24130 kPa;['3500', 'psi'];['24130', 'kPa']
Waste Handler;938M;Steering Cycle Times - Full Left to Full Right - Maximum RPM: 90 rpm Steering Wheel Speed;2.3 s 2.3 s;['2.3', 's'];['2.3', 's']
Waste Handler;938M;Steering Cylinder, Double Acting - Bore Diameter;3.1 in 80 mm;['3.1', 'in'];['80', 'mm']
Waste Handler;938M;Steering Cylinder, Double Acting - Stroke;15.7 in 399 mm;['15.7', 'in'];['399', 'mm']
Waste Handler;938M;Steering Cycle Times - Full Left to Full Right - Minimum RPM: Pump Flow Limited;3.1 s 3.1 s;['3.1', 's'];['3.1', 's']
Waste Handler;938M;Steering Cylinder, Double Acting - Rod Diameter;2 in 50 mm;['2', 'in'];['50', 'mm']
Waste Handler;938M;Maximum Flow - Steering Pump;34 gal/min 130 l/min;['34', 'gal/min'];['130', 'l/min']
Waste Handler;938M;Forward and Reverse - Range 2;8 mile/h 13 km/h;['8', 'mile/h'];['13', 'km/h']
Waste Handler;938M;Forward and Reverse - Range 4;25 mile/h 40 km/h;['25', 'mile/h'];['40', 'km/h']
Waste Handler;938M;Forward and Reverse - Range 3;17 mile/h 27 km/h;['17', 'mile/h'];['27', 'km/h']
Waste Handler;938M;Forward and Reverse - Range 1*;1-13 km/h (0.6-8 mph) 1-13 km/h (0.6-8 mph);['1-13', 'km/h'];['(0.6-8', 'mph)']
Waste Handler;938M;Front Axle - Traction Aid;Locking differential Locking differential;['Locking', 'differential'];['Locking', 'differential']
Waste Handler;938M;Rear Axle;Oscillating Oscillating;['Oscillating', 'Oscillating'];['Oscillating', 'Oscillating']
Waste Handler;938M;Rear Axle - Oscillation Angle by Tire Size - 20.5 R25, 550/65, 600/65, 650/65;± 10.5 degrees ± 10.5 degrees;['±', '10.5'];['10.5', 'degrees']
Waste Handler;938M;Rear Axle - Traction Aid - Optional;Limited slip differential Limited slip differential;['Limited', 'slip'];['slip', 'differential']
Waste Handler;938M;Rear Axle - Oscillation Angle by Tire Size - 23.5 R25;± 7 degrees ± 7 degrees;['±', '7'];['7', 'degrees']
Waste Handler;938M;Brakes - Service;Inboard wet disc Inboard wet disc;['Inboard', 'wet'];['wet', 'disc']
Waste Handler;938M;Brakes - Parking;Spring applied hydraulically released Spring applied hydraulically released;['Spring', 'applied'];['hydraulically', 'released']
Waste Handler;938M;Front Axle;Fixed Fixed;['Fixed', 'Fixed'];['Fixed', 'Fixed']
Waste Handler;938M;Rear Axle - Oscillation Angle by Tire Size - Solid Tires, 750/65, 620/65, Skidder;± 7 degrees ± 7 degrees;['±', '7'];['7', 'degrees']
Waste Handler;938M;Axles - Rear;9.2 gal (US) 35 l;['9.2', 'gal'];['35', 'l']
Waste Handler;938M;Fuel Tank;51.5 gal (US) 195 l;['51.5', 'gal'];['195', 'l']
Waste Handler;938M;Axles - Front;9.2 gal (US) 35 l;['9.2', 'gal'];['35', 'l']
Waste Handler;938M;Transmission - Gear Box;2.9 gal (US) 11 l;['2.9', 'gal'];['11', 'l']
Waste Handler;938M;Hydraulic System - Including Tank;44.9 gal (US) 170 l;['44.9', 'gal'];['170', 'l']
Waste Handler;938M;Engine Crankcase;5.3 gal (US) 20 l;['5.3', 'gal'];['20', 'l']
Waste Handler;938M;Diesel Exhaust Fluid (DEF) Tank;5 gal (US) 19 l;['5', 'gal'];['19', 'l']
Waste Handler;938M;Cooling System;8.5 gal (US) 32 l;['8.5', 'gal'];['32', 'l']
Waste Handler;938M;Hydraulic Tank;23.8 gal (US) 90 l;['23.8', 'gal'];['90', 'l']
GC Wheel;950;Net Power - ISO 9249;225 HP 168 kW;['225', 'HP'];['168', 'kW']
GC Wheel;950;Emissions;Tier 4/Stage V Tier 4/Stage V;['Tier', '4/Stage'];['4/Stage', 'V']
GC Wheel;950;Displacement;428 in³ 7.01 l;['428', 'in³'];['7.01', 'l']
GC Wheel;950;Maximum Net Power - 1,700 rpm - ISO 9249 - Metric;228 HP 168 kW;['228', 'HP'];['168', 'kW']
GC Wheel;950;Maximum Power - 1,700 rpm - ISO 14396;240 HP 179 kW;['240', 'HP'];['179', 'kW']
GC Wheel;950;Maximum Power - 1,700 rpm - ISO 14396 - Metric;243 HP 179 kW;['243', 'HP'];['179', 'kW']
GC Wheel;950;Peak Gross Torque - 1,400 rpm - SAE J1995;811 ft·lbf 1099 N·m;['811', 'ft·lbf'];['1099', 'N·m']
GC Wheel;950;Peak Gross Torque - 1,400 rpm - ISO 14396;805 ft·lbf 1092 N·m;['805', 'ft·lbf'];['1092', 'N·m']
GC Wheel;950;Engine Model;Cat C7.1 Cat C7.1;['Cat', 'C7.1'];['Cat', 'C7.1']
GC Wheel;950;Maximum Net Power - 1,700 rpm - ISO 9249;225 HP 168 kW;['225', 'HP'];['168', 'kW']
GC Wheel;950;Maximum Net Power - 1,700 rpm - SAE J1349;225 HP 168 kW;['225', 'HP'];['168', 'kW']
GC Wheel;950;Maximum Power - 1,700 rpm - SAE J1995;241 HP 180 kW;['241', 'HP'];['180', 'kW']
GC Wheel;950;Bore;4.13 in 105 mm;['4.13', 'in'];['105', 'mm']
GC Wheel;950;Stroke;5.31 in 135 mm;['5.31', 'in'];['135', 'mm']
GC Wheel;950;Operating Weight;41554 lb 18849 kg;['41554', 'lb'];['18849', 'kg']
GC Wheel;950;Bucket Capacities;2.9-4.4 m³ (3.75-5.75 yd³) 2.9-4.4 m³ (3.75-5.75 yd³);['2.9-4.4', 'm³'];['(3.75-5.75', 'yd³)']
GC Wheel;950;Reverse - 3;14.2 mile/h 22.8 km/h;['14.2', 'mile/h'];['22.8', 'km/h']
GC Wheel;950;Forward - 3;14.2 mile/h 22.8 km/h;['14.2', 'mile/h'];['22.8', 'km/h']
GC Wheel;950;Forward - 1;4.5 mile/h 7.3 km/h;['4.5', 'mile/h'];['7.3', 'km/h']
GC Wheel;950;Forward - 2;8 mile/h 12.8 km/h;['8', 'mile/h'];['12.8', 'km/h']
GC Wheel;950;Forward - 4;22.4 mile/h 36 km/h;['22.4', 'mile/h'];['36', 'km/h']
GC Wheel;950;Reverse - 2;8 mile/h 12.8 km/h;['8', 'mile/h'];['12.8', 'km/h']
GC Wheel;950;Reverse - 1;4.5 mile/h 7.3 km/h;['4.5', 'mile/h'];['7.3', 'km/h']
GC Wheel;950;Hydraulic Cycle Time - Total Cycle Time;9.4 s 9.4 s;['9.4', 's'];['9.4', 's']
GC Wheel;950;Steering System - Pump Type;Piston Piston;['Piston', 'Piston'];['Piston', 'Piston']
GC Wheel;950;Implement System - Maximum Operating Pressure @ 50 ± 1.5 L/min (13.2 + 0.4 gal/min);4047 psi 27900 kPa;['4047', 'psi'];['27900', 'kPa']
GC Wheel;950;Implement System - Maximum Pump Output at 2,390 rpm;68 gal/min 256 l/min;['68', 'gal/min'];['256', 'l/min']
GC Wheel;950;DEF Tank;4.2 gal (US) 16 l;['4.2', 'gal'];['16', 'l']
GC Wheel;950;Transmission;11.9 gal (US) 45 l;['11.9', 'gal'];['45', 'l']
GC Wheel;950;Fuel Tank Size;76.6 gal (US) 290 l;['76.6', 'gal'];['290', 'l']
GC Wheel;950;Cooling System;13.2 gal (US) 50 l;['13.2', 'gal'];['50', 'l']
GC Wheel;950;Differential - Final Drives - Rear;10 gal (US) 38 l;['10', 'gal'];['38', 'l']
GC Wheel;950;Differential - Final Drives - Front;10.6 gal (US) 40 l;['10.6', 'gal'];['40', 'l']
GC Wheel;950;Crankcase;4.8 gal (US) 18 l;['4.8', 'gal'];['18', 'l']
GC Wheel;950;Hydraulic Tank;29.6 gal (US) 112 l;['29.6', 'gal'];['112', 'l']
GC Wheel;950;With Cooling Fan Speed at Maximum Value - Operator Sound Pressure Level (ISO 6396:2008);73 dB(A) 73 dB(A);['73', 'dB(A)'];['73', 'dB(A)']
GC Wheel;950;With Cooling Fan Speed at Maximum Value - Exterior Sound Power Level (ISO 6395:2008);109 dB(A) 109 dB(A);['109', 'dB(A)'];['109', 'dB(A)']
GC Wheel;950;With Cooling Fan Speed at Maximum Value - Exterior Sound Pressure Level (SAE J88:2013);76 dB(A)* 76 dB(A)*;['76', 'dB(A)*'];['76', 'dB(A)*']
GC Wheel;950;With Cooling Fan Speed at 70% of Maximum Value - Operator Sound Pressure Level (ISO 6396:2008)**;73 dB(A) 73 dB(A);['73', 'dB(A)'];['73', 'dB(A)']
GC Wheel;950;With Cooling Fan Speed at 70% of Maximum Value - Exterior Sound Power Level (ISO 6395:2008)**;107 LWA*** 107 LWA***;['107', 'LWA***'];['107', 'LWA***']
GC Wheel;950;Rack Back - Ground;40 degrees 40 degrees;['40', 'degrees'];['40', 'degrees']
GC Wheel;950;Height - Top of Exhaust Pipe;11.17 ft 3416 mm;['11.17', 'ft'];['3416', 'mm']
GC Wheel;950;Centerline of Rear Axle to Hitch;5.42 ft 1650 mm;['5.42', 'ft'];['1650', 'mm']
GC Wheel;950;Lift Arm Clearance;12 ft 3649 mm;['12', 'ft'];['3649', 'mm']
GC Wheel;950;B-Pin Height;13.75 ft 4188 mm;['13.75', 'ft'];['4188', 'mm']
GC Wheel;950;Centerline of Rear Axle to Edge of Counterweight;6.75 ft 2055 mm;['6.75', 'ft'];['2055', 'mm']
GC Wheel;950;Ground Clearance;1.5 ft 460 mm;['1.5', 'ft'];['460', 'mm']
GC Wheel;950;Rack Back - Maximum Lift;60 degrees 60 degrees;['60', 'degrees'];['60', 'degrees']
GC Wheel;950;Height - Top of Hood;8.75 ft 2673 mm;['8.75', 'ft'];['2673', 'mm']
GC Wheel;950;Wheel Base;10.83 ft 3300 mm;['10.83', 'ft'];['3300', 'mm']
GC Wheel;950;Height - Top of ROPS;11.33 ft 3458 mm;['11.33', 'ft'];['3458', 'mm']
GC Wheel;950;Rack Back - Carry;45 degrees 45 degrees;['45', 'degrees'];['45', 'degrees']
GC Wheel;950;Tipping Load - Full Turn - Rigid Tires**;25875 lb 11737 kg;['25875', 'lb'];['11737', 'kg']
GC Wheel;950;Breakout Force;34638 lbf 154 kN;['34638', 'lbf'];['154', 'kN']
GC Wheel;950;Tipping Load - Full Turn - ISO 14397-1*;24264 lb 11006 kg;['24264', 'lb'];['11006', 'kg']
GC Wheel;950;Operating Weight;41554 lb 18849 kg;['41554', 'lb'];['18849', 'kg']
GC Wheel;950;Emissions;Tier 4/Stage IV Tier 4/Stage IV;['Tier', '4/Stage'];['4/Stage', 'IV']
Wheel Loader;950M;Net Power - ISO 9249;250 HP 187 kW;['250', 'HP'];['187', 'kW']
Wheel Loader;950M;Emissions;Tier 4/Stage V Tier 4/Stage V;['Tier', '4/Stage'];['4/Stage', 'V']
Wheel Loader;950M;Maximum Power - 2,100 rpm - ISO 14396;249 HP 186 kW;['249', 'HP'];['186', 'kW']
Wheel Loader;950M;Peak Gross Torque - 1,300 rpm - SAE J1995;911 ft·lbf 1235 N·m;['911', 'ft·lbf'];['1235', 'N·m']
Wheel Loader;950M;Maximum Net Power - 2,100 rpm - ISO 9249 - Metric;232 HP 171 kW;['232', 'HP'];['171', 'kW']
Wheel Loader;950M;Maximum Power - 2,100 rpm - SAE J1995;250 HP 187 kW;['250', 'HP'];['187', 'kW']
Wheel Loader;950M;Maximum Net Power - 2,100 rpm - ISO 9249;230 HP 171 kW;['230', 'HP'];['171', 'kW']
Wheel Loader;950M;Peak Gross Torque - 1,300 rpm - ISO 14396;908 ft·lbf 1231 N·m;['908', 'ft·lbf'];['1231', 'N·m']
Wheel Loader;950M;Displacement;428 in³ 7.01 l;['428', 'in³'];['7.01', 'l']
Wheel Loader;950M;Maximum Net Power - 2,100 rpm - SAE J1349;230 HP 171 kW;['230', 'HP'];['171', 'kW']
Wheel Loader;950M;Engine Model;Cat C7.1 Cat C7.1;['Cat', 'C7.1'];['Cat', 'C7.1']
Wheel Loader;950M;Maximum Power - 2,100 rpm - ISO 14396 - Metric;253 HP 186 kW;['253', 'HP'];['186', 'kW']
Wheel Loader;950M;Maximum Net Torque - 1,300 rpm;858 ft·lbf 1163 N·m;['858', 'ft·lbf'];['1163', 'N·m']
Wheel Loader;950M;Operating Weight;42357 lb 19213 kg;['42357', 'lb'];['19213', 'kg']
Wheel Loader;950M;Bucket Capacities;2.5-9.2 m³ (3.3-12 yd³) 2.5-9.2 m³ (3.3-12 yd³);['2.5-9.2', 'm³'];['(3.3-12', 'yd³)']
Wheel Loader;950M;Height - Top of ROPS;11.33 ft 3451 mm;['11.33', 'ft'];['3451', 'mm']
Wheel Loader;950M;Centerline of Rear Axle to Edge of Counterweight;6.33 ft 1942 mm;['6.33', 'ft'];['1942', 'mm']
Wheel Loader;950M;Height - Top of Hood;8.83 ft 2697 mm;['8.83', 'ft'];['2697', 'mm']
Wheel Loader;950M;Centerline of Rear Axle to Hitch;5.5 ft 1675 mm;['5.5', 'ft'];['1675', 'mm']
Wheel Loader;950M;Overall Length - Without Bucket;22.67 ft 6906 mm;['22.67', 'ft'];['6906', 'mm']
Wheel Loader;950M;Hinge Pin Height at Maximum Lift;13.25 ft 4027 mm;['13.25', 'ft'];['4027', 'mm']
Wheel Loader;950M;Rack Back - Carry Height;49 degrees 49 degrees;['49', 'degrees'];['49', 'degrees']
Wheel Loader;950M;Rack Back - Maximum Lift;59 degrees 59 degrees;['59', 'degrees'];['59', 'degrees']
Wheel Loader;950M;Height - Top of Exhaust Pipe;11.17 ft 3413 mm;['11.17', 'ft'];['3413', 'mm']
Wheel Loader;950M;Maximum Width - Over Tires - Loaded;9.25 ft 2822 mm;['9.25', 'ft'];['2822', 'mm']
Wheel Loader;950M;Lift Arm Clearance at Maximum Lift;10.75 ft 3280 mm;['10.75', 'ft'];['3280', 'mm']
Wheel Loader;950M;Ground Clearance;1.17 ft 367 mm;['1.17', 'ft'];['367', 'mm']
Wheel Loader;950M;Hinge Pin Height at Carry Height;2.08 ft 647 mm;['2.08', 'ft'];['647', 'mm']
Wheel Loader;950M;Wheel Base;11 ft 3350 mm;['11', 'ft'];['3350', 'mm']
Wheel Loader;950M;Tread Width;7 ft 2140 mm;['7', 'ft'];['2140', 'mm']
Wheel Loader;950M;Rack Back at Ground;36 degrees 36 degrees;['36', 'degrees'];['36', 'degrees']
Wheel Loader;950M;Static Tipping Load - Full 40° Turn - With Tire Deflection;24262 lb 11005 kg;['24262', 'lb'];['11005', 'kg']
Wheel Loader;950M;Breakout Force;40690 lbf 181 kN;['40690', 'lbf'];['181', 'kN']
Wheel Loader;950M;Static Tipping Load - Full 40° Turn - No Tire Deflection;25926 lb 11760 kg;['25926', 'lb'];['11760', 'kg']
Wheel Loader;950M;Implement Pump Type;Variable Axial Piston Variable Axial Piston;['Variable', 'Axial'];['Axial', 'Piston']
Wheel Loader;950M;Implement System - Maximum Pump Output at 2,150 rpm;76 gal/min 286 l/min;['76', 'gal/min'];['286', 'l/min']
Wheel Loader;950M;Implement System - Maximum Operating Pressure;4250 psi 29300 kPa;['4250', 'psi'];['29300', 'kPa']
Wheel Loader;950M;Hydraulic Cycle Time - Total;8.9 s 8.9 s;['8.9', 's'];['8.9', 's']
Wheel Loader;950M;Overall Length (without bucket);22.8 ft 6906 mm;['22.8', 'ft'];['6906', 'mm']
Wheel Loader;950M;Maximum Width over Tires (loaded);9.3 ft 2822 mm;['9.3', 'ft'];['2822', 'mm']
Wheel Loader;950M;Tread Width;7 ft 2140 mm;['7', 'ft'];['2140', 'mm']
Wheel Loader;950M;Height - Top of ROPS;11.4 ft 3451 mm;['11.4', 'ft'];['3451', 'mm']
Wheel Loader;950M;Height - Top of Hood;8.1 ft 2697 mm;['8.1', 'ft'];['2697', 'mm']
Wheel Loader;950M;Height - Top of Exhaust Pipe;11.2 ft 3413 mm;['11.2', 'ft'];['3413', 'mm']
Wheel Loader;950M;Hinge Pin Height at Carry Height;2.1 ft 647 mm;['2.1', 'ft'];['647', 'mm']
Wheel Loader;950M;Hinge Pin Height at Maximum Lift;13.3 ft 4027 mm;['13.3', 'ft'];['4027', 'mm']
Wheel Loader;950M;Ground Clearance;1.2 ft 367 mm;['1.2', 'ft'];['367', 'mm']
Wheel Loader;950M;Centerline of Rear Axle to Edge of Counterweight;6.4 ft 1942 mm;['6.4', 'ft'];['1942', 'mm']
Wheel Loader;950M;Centerline of Rear Axle to Hitch;5.6 ft 1675 mm;['5.6', 'ft'];['1675', 'mm']
Wheel Loader;950M;Wheel Base;11 ft 3350 mm;['11', 'ft'];['3350', 'mm']
Wheel Loader;950M;Forward - 2;7.5 mile/h 12 km/h;['7.5', 'mile/h'];['12', 'km/h']
Wheel Loader;950M;Forward - 1;4.3 mile/h 6.9 km/h;['4.3', 'mile/h'];['6.9', 'km/h']
Wheel Loader;950M;Forward - 5;24.5 mile/h 39.5 km/h;['24.5', 'mile/h'];['39.5', 'km/h']
Wheel Loader;950M;Reverse - 3;16 mile/h 25.7 km/h;['16', 'mile/h'];['25.7', 'km/h']
